message,reaction
"thank you pretty little maiden "" said the sick swallow; "" i have been so nicely warmed that i shall soon regain my strength and be able to fly about again in the warm sunshine .",joy
stay in your warm bed; i will take care of you .,joy
then she brought the swallow some water in a flower leaf and after he had drank he told her that he had wounded one of his wings in a thorn bush and could not fly as fast as the others who were soon far away on their journey to warm countries .,sadness
the whole winter the swallow remained underground and tiny nursed him with care and love .,joy
the sun shone in upon them so beautifully that the swallow asked her if she would go with him; she could sit on his back he said and he would fly away with her into the green woods .,joy
"but tiny knew it would make the field mouse very grieved if she left her in that manner so she said "" no i cannot .",sadness
tiny looked after him and the tears rose in her eyes .,sadness
"tweet tweet "" sang the bird as he flew out into the green woods and tiny felt very sad .",sadness
what good fortune for a poor child like you .,joy
nothing must be wanting when you are the mole ' s wife .,joy
but tiny was not at all pleased; for she did not like the tiresome mole .,sadness
every morning when the sun rose and every evening when it went down she would creep out at the door and as the wind blew aside the ears of corn so that she could see the blue sky she thought how beautiful and bright it seemed out there and wished so much to see her dear swallow again .,sadness
then tiny wept and said she would not marry the disagreeable mole .,sadness
"nonsense "" replied the field mouse .",anger
now don ' t be obstinate or i shall bite you with my white teeth .,anger
you ought to be very thankful for such good fortune .,anger
the poor child was very unhappy at the thought of saying farewell to the beautiful sun and as the field mouse had given her permission to stand at the door she went to look at it once more .,sadness
"farewell bright sun "" she cried stretching out her arm towards it; and then she walked a short distance from the house; for the corn had been cut and only the dry stubble remained in the fields .",sadness
"farewell farewell "" she repeated twining her arm round a little red flower that grew just by her side .",sadness
"tweet tweet "" sounded over her head suddenly .",surprise
she looked up and there was the swallow himself flying close by .,surprise
as soon as he spied tiny he was delighted; and then she told him how unwilling she felt to marry the ugly mole and to live always beneath the earth and never to see the bright sun any more .,joy
and as she told him she wept .,sadness
"yes i will go with you "" said tiny; and she seated herself on the bird ' s back with her feet on his outstretched wings and tied her girdle to one of his strongest feathers .",joy
you must choose for yourself one of those lovely flowers and i will put you down upon it and then you shall have everything that you can wish to make you happy .,joy
"that will be delightful "" she said and clapped her little hands for joy .",joy
but how surprised she was to see in the middle of the flower a tiny little man as white and transparent as if he had been made of crystal !,surprise
"oh how beautiful he is ! "" whispered tiny to the swallow .",joy
the little prince was at first quite frightened at the bird who was like a giant compared to such a delicate little creature as himself; but when he saw tiny he was delighted and thought her the prettiest little maiden he had ever seen .,joy
"this certainly was a very different sort of husband to the son of a toad or the mole with my black velvet and fur; so she said "" yes "" to the handsome prince .",joy
then all the flowers opened and out of each came a little lady or a tiny lord all so pretty it was quite a pleasure to look at them .,joy
then there was much rejoicing and the little swallow who sat above them in his nest was asked to sing a wedding song which he did as well as he could; but in his heart he felt sad for he was very fond of tiny and would have liked never to part from her again .,sadness
we will call you maia .,joy
"farewell farewell "" said the swallow with a heavy heart as he left the warm countries to fly back into denmark .",sadness
he still lay thinking and thinking when all at once it seemed as if some one kissed him on his eyes and mouth .,surprise
"he was very proud and said "" thorwalsden lived close to me and here i am now quite comfortable .",joy
but now little tuk was no longer in bed; all in a moment he found himself on horseback .,surprise
within there were songs and dancing; king waldemar and the young gayly dressed ladies of the court were dancing together .,joy
one tower after another fell till at last only one remained standing on the hill where the castle had formerly been .,surprise
but i am fragrant with perfume for close to my gates most lovely roses bloom .,joy
all at once everything vanished; but where !,surprise
"yes that it has "" said she and then just as she was going to tell him a great many pretty stories from holberg ' s comedies and about waldemar and absalom she suddenly shrunk up together and wagged her head as if she were a frog about to spring .",surprise
then little tuk saw she was changed into a frog .,surprise
how it sounded like the cry of the frogs on the moor or like the creaking of great boots when some one is marching always the same tone so monotonous and wearing that little tuk at length fell fast asleep and then the sound could not annoy him .,joy
the bird of good omen shall be yours and you shall become a rich and happy man; your house shall rise up like king waldemar ' s towers and shall be richly adorned with marble statues like those at prastoe .,joy
"understand me well; your name shall travel with fame round the world like the ship that was to sail from corsor and at roeskilde don ' t forget the names of the towns as king hroar said you shall speak well and clearly little tuk and when at last you lie in your grave you shall sleep peacefully as "" "" as if i lay in soroe "" said little tuk awaking .",joy
"the old washerwoman put her head in at the door and nodded to him quite kindly and said "" many thanks you good child for your help yesterday .",joy
i hope all your beautiful dreams will come true .,joy
she specially loved roses and therefore she possessed the most beautiful varieties of this flower from the wild hedge rose with its apple scented leaves to the splendid provence rose .,joy
but care and sorrow dwelt within these halls; the queen lay upon a sick bed and the doctors declared that she must die .,sadness
"no one has yet named the flower "" said the wise man .",sadness
no one has pointed out the spot where it blooms in all its splendor .,sadness
"i know where it blooms "" said a happy mother who came with her lovely child to the bedside of the queen .",joy
i know where the loveliest rose in the world is .,joy
it is seen on the blooming cheeks of my sweet child when it expresses the pure and holy love of infancy; when refreshed by sleep it opens its eyes and smiles upon me with childlike affection .,joy
she wept over it kissed it and prayed for it as only a mother can pray in that hour of her anguish .,sadness
"may she be blessed ! "" said the wise man : "" but no one has yet named the loveliest rose in the world .",joy
tears stood in his eyes and glistened on his cheeks; he carried a great book and the binding was of velvet with silver clasps .,sadness
"mother "" cried the little boy; "" only hear what i have read .",sadness
"he read "" greater love hath no man than this "" and as he read a roseate hue spread over the cheeks of the queen and her eyes became so enlightened and clear that she saw from the leaves of the book a lovely rose spring forth a type of him who shed his blood on the cross .",joy
"i see it "" she said .",joy
"hurrah ! hurrah ! "" cried the people in the town; for in every house the new year was being welcomed; and as the clock struck they stood up the full glasses in their hands to drink success to the new comer .",joy
"a happy new year "" was the cry; "" a pretty wife plenty of money and no sorrow or care .",joy
he seemed a merry fellow .,joy
"we ' ll dance the bung out of the cask at carnival time "" said he; "" i ' ll prepare a merry tune for you and for myself too .",joy
unfortunately i have not long to live the shortest time in fact of my whole family only twenty eight days .,sadness
hurrah !,joy
"you must not shout so "" said the sentry .",anger
but it was not true; the speaker only wanted to remind him of his name and to make an april fool of him; for with that fun the fourth generally began his career .,surprise
he looked very jovial did little work and had the more holidays .,joy
"your health and god bless you "" was her salutation to him .",joy
how pretty she was ! and such a singer ! not a theatre singer nor a ballad singer; no but a singer of the woods; for she wandered through the gay green forest and had a concert there for her own amusement .,joy
"now comes the young lady "" said those in the carriage; and out stepped a young dame delicate proud and pretty .",joy
"after work came the recreations dancing and playing in the greenwood and the "" harvest homes .",joy
this was an ornament to the jug and he has a great love for ornament .,joy
a land owner followed who in the month for sowing seed attended to the ploughing and was fond of field sports .,joy
it was november who coughed violently as he got out .,sadness
the dame was very old but her eyes glistened like two stars .,joy
"this tree i shall guard and cherish "" she said "" that it may grow large by christmas eve and reach from the ground to the ceiling to be covered and adorned with flaming candles golden apples and little figures .",joy
"well now the coach may drive away "" said the sentry; "" we have the whole twelve .",joy
it is quite a picture to see a half naked boy clasping the well formed creature by the head as he presses his rosy lips against its jaws .,surprise
in the garden of the grand duke ' s palace under the roof of one of the wings where a thousand roses bloom in winter a little ragged boy had been sitting the whole day long; a boy who might serve as a type of italy lovely and smiling and yet still suffering .,sadness
he was hungry and thirsty yet no one gave him anything; and when it became dark and they were about to close the gardens the porter turned him out .,sadness
"the metal pig raised himself gently and the boy heard him say quite distinctly "" hold tight little boy for i am going to run; "" and away he started for a most wonderful ride .",surprise
the little boy said not a word; he was half pleased and half afraid .,joy
but the grandest appeared when the door of a side room opened; the little boy could remember what beautiful things he had seen there but to night everything shone in its brightest colors .,joy
the boy was dazzled by so much glitter; for the walls were gleaming with bright colors all appeared living reality .,surprise
as they passed from hall to hall beauty everywhere showed itself; and as the metal pig went step by step from one picture to the other the little boy could see it all plainly .,joy
one glory eclipsed another; yet there was one picture that fixed itself on the little boy ' s memory more especially because of the happy children it represented for these the little boy had seen in daylight .,joy
the florentine angiolo bronzino painted this picture; most beautiful is the expression on the face of the two children who appear to have full confidence that they shall reach heaven at last .,joy
"they are embracing each other and one little one stretches out his hand towards another who stands below him and points to himself as if he were saying "" i am going to heaven .",joy
the older people stand as if uncertain yet hopeful and they bow in humble adoration to the lord jesus .,joy
the boy raised his hands towards the smiling children and then the pig ran off with him through the open vestibule .,joy
"thank you thank you you beautiful animal "" said the little boy caressing the metal pig as it ran down the steps .",joy
"thanks to yourself also "" replied the metal pig; "" i have helped you and you have helped me for it is only when i have an innocent child on my back that i receive the power to run .",joy
yes; as you see i can even venture under the rays of the lamp in front of the picture of the madonna but i may not enter the church; still from without and while you are upon my back i may look in through the open door .,sadness
"i will stay with you my dear creature "" said the little boy .",joy
the boy stretched forth his hands towards the light and at the same moment the metal pig started again so rapidly that he was obliged to cling tightly to him .,surprise
the wind whistled in his ears he heard the church door creak on its hinges as it closed and it seemed to him as if he had lost his senses then a cold shudder passed over him and he awoke .,surprise
once more he clasped the neck of his metal horse kissed its nose and nodded farewell to it .,sadness
another broken down staircase led from the gallery and two russian sailors running down it almost upset the poor boy .,surprise
this pot she took in her lap warmed her fingers and pushed the boy with her elbow .,surprise
"certainly you must have some money "" she said .",anger
the boy began to cry and then she struck him with her foot till he cried out louder .,sadness
"will you be quiet ? or i ' ll break your screaming head; "" and she swung about the fire pot which she held in her hand while the boy crouched to the earth and screamed .",anger
"felicita "" she said "" what are you doing to the child ?",anger
"the child is mine "" she answered; "" i can murder him if i like and you too giannina .",anger
and then she swung about the fire pot .,anger
here everything was bright and the boy knelt down by the first tomb on his right the grave of michael angelo and sobbed as if his heart would break .,sadness
hunger and thirst overpowered the child and he became quite faint and ill .,sadness
a little white poodle so closely shaven that his pink skin could plainly be seen frisked about the room and gambolled upon the boy .,joy
"innocent souls are soon intimate "" said the woman as she caressed both the boy and the dog .",joy
these good people gave the child food and drink and said he should stay with them all night and that the next day the old man who was called giuseppe would go and speak to his mother .,joy
a little homely bed was prepared for him but to him who had so often slept on the hard stones it was a royal couch and he slept sweetly and dreamed of the splendid pictures and of the metal pig .,joy
he wept at the thought and then he played with the little lively dog and kissed it while the old woman looked kindly at him to encourage him .,sadness
"then she said "" he is a good lad he shall stay with us he may become a clever glovemaker like you .",joy
so the boy stayed with them and the woman herself taught him to sew; and he ate well and slept well and became very merry .,joy
this made the woman angry and she scolded him and threatened him which made him very unhappy and he went and sat in his own room full of sad thoughts .,anger
suddenly he fancied he heard feet outside going pit a pat .,surprise
but there was nothing to be seen; whatever he had heard had passed already .,sadness
they stopped before the picture by bronzino in which christ is represented as standing in the lower world with the children smiling before him in the sweet expectation of entering heaven; and the poor boy smiled too for here was his heaven .,joy
"why don ' t you go ? "" said the painter .",anger
"you happy creature "" he said; "" how i have longed for you ! we must take a ride to night .",joy
but the metal pig lay motionless while the fresh stream gushed forth from its mouth .,surprise
"he looked down and there was bellissima little smooth shaven bellissima barking as if she would have said "" here i am too; why are you sitting there ?",surprise
"bellissima in the street and not dressed ! "" as the old lady called it; "" what would be the end of this ?",surprise
the poor little thing trembled so with cold that the boy ran homeward as fast as he could .,sadness
"where have you stolen that pretty dog ? "" they asked; and they took it away from him .",surprise
"oh i have not stolen it; do give it to me back again "" cried the boy despairingly .",anger
you bad boy ! how did you entice her out ?,anger
giuseppe went off at once while his wife lamented and the boy wept .,sadness
the painter however consoled the little fellow and tried to soften the lady ' s anger; but she would not be pacified till her husband returned with bellissima who had been with the police .,anger
then there was great rejoicing and the painter caressed the boy and gave him a number of pictures .,joy
oh what beautiful pictures these were ! figures with funny heads; and above all the metal pig was there too .,joy
oh nothing could be more delightful .,joy
the first leisure moment during the next day the boy got a pencil and on the back of one of the other drawings he attempted to copy the drawing of the metal pig and he succeeded .,joy
certainly it was rather crooked rather up and down one leg thick and another thin; still it was like the copy and he was overjoyed at what he had done .,joy
a second pig was drawn by the side of the first and this looked a hundred times better; and the third attempt was so good that everybody might know what it was meant to represent .,joy
"his collection of pictures increased; but as yet they were only copies of lifeless objects when one day bellissima came gambolling before him : "" stand still "" cried he "" and i will draw you beautifully to put amongst my collection .",joy
he tied her head and tail; but she barked and jumped and so pulled and tightened the string that she was nearly strangled; and just then her mistress walked in .,anger
"you wicked boy ! the poor little creature ! "" was all she could utter .",anger
she pushed the boy from her thrust him away with her foot called him a most ungrateful good for nothing wicked boy and forbade him to enter the house again .,anger
then she wept and kissed her little half strangled bellissima .,anger
a large gilt frame surrounded it and on one corner of the frame a laurel wreath had been hung; but a black band twined unseen among the green leaves and a streamer of crape hung down from it; for within the last few days the young artist had died .,sadness
he knew very well that he had enough inside him to buy up all the other toys and this gave him a very good opinion of his own value .,joy
upon this there was a great uproar; even the engravings which hung in frames on the wall turned round in their excitement and showed that they had a wrong side to them although they had not the least intention to expose themselves in this way or to object to the game .,joy
and as the game was now to begin all were invited to take part in it even the children ' s wagon which certainly belonged to the coarser playthings .,joy
when the play at the little theatre began the rest sat and looked on; they were requested to applaud and stamp or crack when they felt gratified with what they saw .,joy
"i crack for everybody "" said the cracker .",joy
"yes and a fine noise you make "" thought the audience as the play went on .",joy
the doll whose neck had been darned was so excited that the place in her neck burst and the money pig declared he must do something for one of the players as they had all pleased him so much .,joy
they all enjoyed the comedy so much that they gave up all thoughts of the tea party and only carried out their idea of intellectual amusement which they called playing at men and women; and there was nothing wrong about it for it was only play .,joy
certainly sooner than he expected for all at once down he came from the top of the press fell on the ground and was broken to pieces .,surprise
the sun shone among the delicate leaves; everything breathed forth the loveliest fragrance and all felt as we do when we are filled with joy at the thought of our happiness .,joy
"how beautiful existence is ! "" said each rose .",joy
we have good neighbours both below and above .,joy
how beautiful existence is !,joy
"if you must ask questions ask sensible ones "" said their mother .",anger
don ' t you see that they are feathers such as i wear and you will wear too ?,anger
i am very curious to know what the ducks were so startled about; not about us certainly although i did say ' peep ' to you pretty loudly .,surprise
the thick headed roses ought to know why but they know nothing at all; they only look at themselves and smell .,anger
i am heartily tired of such neighbours .,anger
what a pleasure that must be !,joy
it is fine to have such cheerful neighbours .,joy
"the other roses looked after their sister and asked each other "" where can she be going to ?",surprise
the whole day long the sun shines bright and warm and in the night the sky shines more beautifully still; we can see that through all the little holes in it .,joy
"we make it lively about the house "" said the sparrow mother; "" and people say that a swallows ' nest brings luck; so they are glad of us .",joy
but such neighbours as ours !,anger
the roses are good for nothing but to be looked at and to be smelt or at most to be stuck in a hat .,anger
you see that ' s their life; they exist only for the eye and the nose .,anger
but they were very pleased with it and wondered whether all the little sparrows could become nightingales .,joy
"nothing at all "" answered their mother; "" that ' s only something external .",anger
if they were only plucked a little they would look no better than the rest of us .,anger
i would have plucked them already if they had not been so big .,anger
in the farmhouse lived a young married couple; they loved each other dearly were industrious and active and everything in their home looked very nice .,joy
"now i see that it is sunday "" said the husband kissing his little wife .",joy
they sat down read their hymn book and held each other by the hand while the sun shone down upon the fresh roses and upon them .,joy
"this sight is really too tedious "" said the sparrow mother who could see into the room from her nest; and she flew away .",anger
in one of her flights however it may have happened she was caught before she was aware of it in a horse hair net which some boys had attached to a tree .,surprise
"it ' s only a sparrow "" they said; they did not however let her go but took her home with them and every time she cried they hit her on the beak .",anger
he was a merry old man always wandering about .,joy
how she glittered !,surprise
all the sparrows and even a crow and an old boy he was too were startled at the sight; but still they flew after her to learn what kind of strange bird she was .,surprise
look at her !,surprise
"look at her ! "" they all cried .",surprise
look at her !,surprise
"look at her "" cried her little ones . as she approached the nest .",surprise
that is certainly a young peacock for it glitters in all colours; it makes one ' s eyes ache as mother told us .,surprise
peep ! that ' s ' the beautiful ' .,surprise
"and then they pecked at the bird with their little beaks so that it was impossible for her to get into the nest; she was so exhausted that she couldn ' t even say "" peep ! "" much less "" i am your own mother !",sadness
"poor creature ! "" said all the roses; "" only be still and we will hide you .",sadness
the sparrow spread out her wings once more then drew them closely to her and lay dead near the neighbouring family the beautiful fresh roses .,surprise
"but i am the eldest ! "" exclaimed the third .",anger
then they all got excited; they hit out with their wings pecked with their beaks and flop ! one after another was thrown out of the nest .,anger
there they lay with their anger holding their heads on one side and blinking the eye that was turned upwards .,anger
in the night the red flames burst through the window and seized the roof the dry straw blazed up high and the whole house together with the young sparrow was burned .,surprise
a pleasanter picture cannot be imagined .,joy
"where is the house ? "" they asked .",surprise
where is the nest ?,surprise
all is burned and our strong brother too .,surprise
i don ' t want to talk to them and it looks miserable here that ' s my opinion .,anger
they are sparrows and good creatures .,joy
"here is excellent fare ! "" said the sparrow .",joy
"do you see that pouter pigeon ? "" said one to the other .",anger
she eats too many and the best ones too .,anger
how she lifts her crest the ugly spiteful creature !,anger
and the eyes of all sparkled with malice .,anger
the sparrows ate lustily; they listened attentively and even stood in the ranks with the others but it did not suit them at all .,sadness
they were full and so they left the pigeons exchanging opinions about them slipped in under the garden palings and when they found the door leading into the house open one of them who was more than full and therefore felt brave hopped on to the threshold .,joy
"peep ! "" said the sparrows "" it ' s nothing .",surprise
it only looks like something .,anger
peep ! that is ' the beautiful . ',surprise
the pigeons had often cooed not to say growled the spiteful creatures; the sparrows had been frozen in winter and had lived merrily in summer : they were all betrothed or married or whatever you like to call it .,joy
the windows of the house were broader at the bottom than at the top and when the sparrows looked through them every room appeared to them like a tulip with the brightest colours and shades .,joy
"how it shines ! how it shines ! "" said the maiden sparrow .",joy
i suppose that is ' the beautiful . ',joy
"a "" peep "" and three foot scrapings in this way she had often greeted throughout the year and no one here had responded for those who are once parted do not meet every day; and so this greeting had become a habit with her .",surprise
good day ! good day !,joy
this is ' the beautiful . ',joy
all stood with enraptured faces round thorwaldsen ' s grave and a few picked up the fallen rose leaves and preserved them .,joy
"peep ! "" they said sweeping the ground with their tails and blinking with one eye at the roses they had not looked at them long before they were convinced that they were their old neighbours .",surprise
the painter who had drawn the rose bush near the ruined house had afterwards obtained permission to dig it up and had given it to the architect for finer roses had never been seen .,joy
the roses nodded; they recognized their grey neighbours and were pleased to see them again .,joy
how glorious it is to live and to bloom to see old friends again and happy faces every day .,joy
it is as if every day were a festival .,joy
peep ! how they have got on .,joy
indeed everything in the emperor ' s garden was remarkable and it extended so far that the gardener himself did not know where it ended .,joy
"sometimes when they went at night to spread their nets they would hear her sing and say "" oh is not that beautiful ?",joy
"then they would hear it again and exclaim "" oh how beautiful is the nightingale ' s song !",joy
the books travelled all over the world and some of them came into the hands of the emperor; and he sat in his golden chair and as he read he nodded his approval every moment for it pleased him to find such a beautiful description of his city his palace and his gardens .,joy
"but when he came to the words "" the nightingale is the most beautiful of all "" he exclaimed "" what is this ?",surprise
i know nothing of any nightingale .,anger
is there such a bird in my empire ? and even in my garden ?,anger
"then he called one of his lords in waiting who was so high bred that when any in an inferior rank to himself spoke to him or asked him a question he would answer "" pooh "" which means nothing .",anger
"it is my pleasure that she shall appear this evening . "" said the emperor; the whole world knows what i possess better than i do myself .",joy
i will hear the nightingale she must be here this evening; she has my highest favor; and if she does not come the whole court shall be trampled upon after supper is ended .,anger
then the tears come into my eyes and it is just as if my mother kissed me .,joy
"hark hark ! there she is "" said the girl "" and there she sits "" she added pointing to a little gray bird who was perched on a bough .",joy
"is it possible ? "" said the lord in waiting "" i never imagined it would be a little plain simple thing like that .",surprise
"with the greatest pleasure "" said the nightingale and began to sing most delightfully .",joy
it is surprising that we have never heard this before; she will be a great success at court .,surprise
"my excellent little nightingale "" said the courtier "" i have the great pleasure of inviting you to a court festival this evening where you will gain imperial favor by your charming song .",joy
the nightingale sang so sweetly that the tears came into the emperor ' s eyes and then rolled down his cheeks as her song became still more touching and went to every one ' s heart .,joy
the emperor was so delighted that he declared the nightingale should have his gold slipper to wear round her neck but she declined the honor with thanks : she had been sufficiently rewarded already .,joy
"i have seen tears in an emperor ' s eyes "" she said "" that is my richest reward .",joy
"an emperor ' s tears have wonderful power and are quite sufficient honor for me; "" and then she sang again more enchantingly than ever .",joy
"that singing is a lovely gift; "" said the ladies of the court to each other; and then they took water in their mouths to make them utter the gurgling sounds of the nightingale when they spoke to any one so thay they might fancy themselves nightingales .",joy
and the footmen and chambermaids also expressed their satisfaction which is saying a great deal for they are very difficult to please .,joy
there was certainly not much pleasure in this kind of flying .,sadness
"round its neck hung a piece of ribbon on which was written "" the emperor of china ' s nightingale is poor compared with that of the emperor of japan ' s .",surprise
"now they must sing together "" said the court "" and what a duet it will be .",joy
but they did not get on well for the real nightingale sang in its own natural way but the artificial bird sang only waltzes .,sadness
three and thirty times did it sing the same tunes without being tired; the people would gladly have heard it again but the emperor said the living nightingale ought to sing something .,joy
"what strange conduct "" said the emperor when her flight had been discovered; and all the courtiers blamed her and said she was a very ungrateful creature .",surprise
but the music master praised the bird in the highest degree and even asserted that it was better than a real nightingale not only in its dress and the beautiful diamonds but also in its musical power .,joy
when they heard it they were like people intoxicated; however it must have been with drinking tea which is quite a chinese custom .,joy
and after this the real nightingale was banished from the empire and the artificial bird placed on a silk cushion close to the emperor ' s bed .,surprise
so a year passed and the emperor the court and all the other chinese knew every little turn in the artificial bird ' s song; and for that same reason it pleased them better .,joy
then a spring cracked .,surprise
the emperor immediately sprang out of bed and called for his physician; but what could he do ?,surprise
now there was great sorrow as the bird could only be allowed to play once a year; and even that was dangerous for the works inside it .,sadness
five years passed and then a real grief came upon the land .,sadness
the chinese really were fond of their emperor and he now lay so ill that he was not expected to live .,sadness
"already a new emperor had been chosen and the people who stood in the street asked the lord in waiting how the old emperor was; but he only said "" pooh ! "" and shook his head .",anger
cold and pale lay the emperor in his royal bed; the whole court thought he was dead and every one ran away to pay homage to his successor .,sadness
the poor emperor finding he could scarcely breathe with a strange weight on his chest opened his eyes and saw death sitting there .,surprise
sing ! sing !,anger
thanks thanks you heavenly little bird .,joy
i banished you from my kingdom once and yet you have charmed away the evil faces from my bed and banished death from my heart with your sweet song .,joy
"you have already rewarded me "" said the nightingale .",joy
i shall never forget that i drew tears from your eyes the first time i sang to you .,joy
these are the jewels that rejoice a singer ' s heart .,joy
and as she sung the emperor fell into a sweet sleep; and how mild and refreshing that slumber was !,joy
"you must always remain with me "" said the emperor .",joy
i will sit on a bough outside your window in the evening and sing to you so that you may be happy and have thoughts full of joy .,joy
i love your heart better than your crown; and yet something holy lingers round that also .,joy
"the servants now came in to look after the dead emperor; when lo ! there he stood and to their astonishment said "" good morning .",surprise
"that was a terrible affair ! "" said a hen and in a quarter of the town too where it had not taken place .",anger
that was a terrible affair in a hen roost .,anger
"there it goes "" she said; "" the more i pluck the more beautiful do i get .",joy
she said this merrily for she was the best of the hens and moreover as had been said very respectable .,joy
it was dark all around and hen sat close to hen but the one who sat nearest to her merry neighbour did not sleep .,joy
did you hear what was said ?,surprise
i mention no names but there is a hen here who intends to pluck herself in order to look well .,anger
if i were a cock i should despise her .,anger
"they rolled their eyes and mother owl beating her wings said : "" don ' t listen to her !",anger
there is one among the fowls who has so far forgotten what is becoming to a hen that she plucks out all her feathers and lets the cock see it .,anger
"prenez garde aux enfants ! "" said father owl; "" children should not hear such things .",anger
"where ? where ? "" cooed the doves .",surprise
it is almost unbecoming to tell the story but there is no doubt about it .,anger
it is a dangerous game for one can easily catch cold and die from fever and both of these are dead already .,anger
they had plucked out all their feathers .,surprise
it is a horrible story : i will not keep it to myself but let it go farther .,anger
"the hen who had lost the loose little feather naturally did not recognise her own story and being a respectable hen said : "" i despise those fowls; but there are more of that kind .",anger
"we ' ll have a play too "" he said "" and it may begin immediately .",joy
"but we have no theatre "" cried little anna "" and we have no one to act for us; my old doll cannot for she is a fright and my new one cannot for she must not rumple her new clothes .",sadness
row dow dow ! how they can stamp and strut !,joy
"a domestic drama please "" said little anna "" for the others are so fond of that .",joy
he ' s angry to day .,anger
' snik snak snurre bassellurre !,anger
i ' m master of this house !,anger
snikke snakke snak !,anger
"the waistcoat has a laydown collar and is very modest; but he knows his own value and has quite a right to say what he says : "" ' i haven ' t a spot on me !",joy
i am of real silk and have strings to me . ',joy
' could i but have my love who then so happy as glove !,joy
if i from him must part i ' m sure ' twill break my heart ! ' ' bah ! ',anger
' o glove my own dear though it cost thee a tear thou must be mine for holger danske has sworn it ! ',joy
mr . de boots hearing this kicks up jingles his spurs and knocks down three of the side scenes .,surprise
"that ' s exceedingly charming ! "" cried little anna .",joy
now comes the exciting part little anna .,joy
that ' s a most charming comedy .,joy
"mr . waistcoat seized the old pipe head and put him in his pocket; there he lies and the waistcoat says : "" ' you are in my pocket; you can ' t come out till you promise to unite me to your daughter glove on the left .",surprise
"that ' s awfully pretty "" said little anna .",joy
' though i ' m all ear very stupid i appear : where ' s my humor ?,sadness
gone i fear and i feel my hollow stick ' s not here ah ! never my dear did i feel so queer .,anger
oh ! pray let me out and like a lamb led to slaughter i ' ll betroth you no doubt to my daughter . ',anger
"and now we ' ll applaud "" said grandpapa .",joy
"our play is much better "" said grandpapa .",joy
many of them were very aged; lonely old boys with strange thoughts and eccentric habits .,sadness
and when at last he crept into bed he would be so cold that his teeth chattered in his head .,sadness
but this was scarcely an agreeable entertainment; for thoughts of olden memories raise the curtains from the past and sometimes pierce the heart with painful recollections till the agony brings tears to the waking eyes .,sadness
and so it was with anthony; often the scalding tears like pearly drops would fall from his eyes to the coverlet and roll on the floor with a sound as if one of his heartstrings had broken .,sadness
if he dried his eyes with his nightcap then the tear and the picture would be crushed; but the source of the tears remained and welled up again in his heart .,sadness
the pictures did not follow one another in order as the circumstances they represented had occurred; very often the most painful would come together and when those came which were most full of joy they had always the deepest shadow thrown upon them .,sadness
how vividly were represented to him in a glittering tear that rolled down his cheek two children at play a boy and a girl .,sadness
then they got a flower pot filled it with earth and were soon both very busy and eager about it .,joy
"they are molly and me "" said the boy .",joy
how wonderful they are and so beautiful !,joy
and all this about the two children was mirrored to old anthony in a single tear which could soon be wiped away and disappear but might come again from its source in the heart of the old man .,sadness
"i may kiss him "" she would say proudly as she threw her arms round his neck; she was vain of her power over anthony for he would submit quietly and think nothing of it .",joy
and molly and anthony both wept but these tears all flowed together into one tear which had the rosy shimmer of joy .,sadness
molly had told him that she loved him loved him more than all the splendors of weimar .,joy
one two three years went by and during the whole time he received only two letters .,sadness
one stanza pleased him exceedingly,joy
through the forest and in the vale sweetly warbles the nightingale .,joy
he was received with a hearty welcome and introduced to plenty of grand and pleasant company where overflowing winecups were passed about .,joy
"anthony also said "" farewell .",sadness
not a tear came into his eye; he felt he was no longer molly ' s friend .,sadness
hot iron and cold iron alike take the skin from our lips and we feel the same sensation if we kiss either; and anthony ' s kiss was now the kiss of hatred as it had once been the kiss of love .,anger
"what matters it ? "" said he; "" i am ruined also .",sadness
i will destroy everything that can remind me of her or of lady halle or lady venus the heathen woman .,anger
i will break down the apple tree and tear it up by the roots; never more shall it blossom or bear fruit .,anger
dark days heavy trials with poverty at the door came rolling into the house upon them like the waves of the sea .,sadness
sorrow and suffering deprived anthony ' s father of his strength so that he had something else to think of besides nursing his love sorrows and his anger against molly .,sadness
how different the world and the people in it appeared to anthony now to what he had thought in his childhood !,surprise
at times he would think in this way; yet again and again the songs would sound in his soul and his heart become gentle and pious .,joy
"god ' s will is the best "" he would then say .",joy
all has happened for the best .,joy
she could not help it and yet i have been so bitter and in such enmity against her .,anger
how much came back to his remembrance as he looked through the tears once more on his native town !,sadness
"that flourishes still "" said he as he gazed .",joy
"the blossoms are often plucked "" said anthony; "" the fruit is stolen and the branches broken without a thankful thought of their profusion and beauty .",anger
forsaken and forgotten in a garden by a hedge in a field and close to a public road .,anger
there it stands unsheltered plundered and broken .,anger
it certainly has not yet withered; but in the course of years the number of blossoms from time to time will grow less and at last it was cease altogether to bear fruit; and then its history will be over .,sadness
"marry ! ha ha ! "" and he laughed bitterly to himself at the thought .",sadness
there lay the old bachelor forsaken by all and unable to help himself .,sadness
a little spider which he could however not see busily and cheerfully spun its web above him so that there should be a kind of little banner waving over the old man when his eyes closed .,joy
the recollection of her pious deeds was as light to the soul of poor anthony .,joy
then he tore away the cloth which covered the basket and what could equal the surprise of the pious woman to find that by a miracle everything in her basket the wine the bread had all been changed into roses .,surprise
in this way the memory of the kind lady dwelt in the calm mind of anthony .,joy
he saw the branches of an apple tree spreading above him .,joy
