message,reaction
"But especially was she sorry for the beautiful white butterfly which she had fastened to the leaf, for if he could not free himself he would die of hunger.",sadness
"After a time, all the cockchafers turned up their feelers, and said, ""She has only two legs! how ugly that looks.""",surprise
"""She has no feelers,"" said another.",anger
"""Her waist is quite slim.",anger
"Pooh! she is like a human being.""",anger
"""Oh! she is ugly,"" said all the lady cockchafers, although Tiny was very pretty.",anger
"Then the cockchafer who had run away with her, believed all the others when they said she was ugly, and would have nothing more to say to her, and told her she might go where she liked.",anger
"Then he flew down with her from the tree, and placed her on a daisy, and she wept at the thought that she was so ugly that even the cockchafers would have nothing to say to her.",sadness
During the whole summer poor little Tiny lived quite alone in the wide forest.,sadness
"She felt dreadfully cold, for her clothes were torn, and she was herself so frail and delicate, that poor little Tiny was nearly frozen to death.",sadness
"Then she wrapped herself up in a dry leaf, but it cracked in the middle and could not keep her warm, and she shivered with cold.",sadness
Oh! how she shivered with the cold.,sadness
"There dwelt the field-mouse in warmth and comfort, with a whole roomful of corn, a kitchen, and a beautiful dining room.",joy
"Poor little Tiny stood before the door just like a little beggar-girl, and begged for a small piece of barley-corn, for she had been without a morsel to eat for two days.",sadness
"""You poor little creature,"" said the field-mouse, who was really a good old field-mouse, ""come into my warm room and dine with me.""",sadness
"She was very pleased with Tiny, so she said, ""You are quite welcome to stay with me all the winter, if you like; but you must keep my rooms clean and neat, and tell me stories, for I shall like to hear them very much.""",joy
"And Tiny did all the field-mouse asked her, and found herself very comfortable.",joy
"But Tiny did not feel at all interested about this neighbor, for he was a mole.",anger
"And the mole fell in love with her because she had such a sweet voice; but he said nothing yet, for he was very cautious.",joy
"In the middle of the floor lay a dead swallow, his beautiful wings pulled close to his sides, his feet and his head drawn up under his feathers; the poor bird had evidently died of the cold.",sadness
"It made little Tiny very sad to see it, she did so love the little birds; all the summer they had sung and twittered for her so beautifully.",sadness
"""Perhaps this was the one who sang to me so sweetly in the summer,"" she said; ""and how much pleasure it gave me, you dear, pretty bird.""",joy
"""Farewell, you pretty little bird,"" said she, ""farewell; thank you for your delightful singing during the summer, when all the trees were green, and the warm sun shone upon us.",sadness
"Then she laid her head on the bird's breast, but she was alarmed immediately, for it seemed as if something inside the bird went ""thump, thump.""",surprise
"It was the bird's heart; he was not really dead, only benumbed with the cold, and the warmth had restored him to life.",surprise
"""Thank you, pretty little maiden,"" said the sick swallow; ""I have been so nicely warmed, that I shall soon regain my strength, and be able to fly about again in the warm sunshine.""",joy
"Stay in your warm bed; I will take care of you.""",joy
"Then she brought the swallow some water in a flower-leaf, and after he had drank, he told her that he had wounded one of his wings in a thorn-bush, and could not fly as fast as the others, who were soon far away on their journey to warm countries.",sadness
"The whole winter the swallow remained underground, and Tiny nursed him with care and love.",joy
"The sun shone in upon them so beautifully, that the swallow asked her if she would go with him; she could sit on his back, he said, and he would fly away with her into the green woods.",joy
"But Tiny knew it would make the field-mouse very grieved if she left her in that manner, so she said, ""No, I cannot.""",sadness
"Tiny looked after him, and the tears rose in her eyes.",sadness
"""Tweet, tweet,"" sang the bird, as he flew out into the green woods, and Tiny felt very sad.",sadness
What good fortune for a poor child like you.,joy
"Nothing must be wanting when you are the mole's wife.""",joy
But Tiny was not at all pleased; for she did not like the tiresome mole.,sadness
"Every morning when the sun rose, and every evening when it went down, she would creep out at the door, and as the wind blew aside the ears of corn, so that she could see the blue sky, she thought how beautiful and bright it seemed out there, and wished so much to see her dear swallow again.",sadness
"Then Tiny wept, and said she would not marry the disagreeable mole.",sadness
"""Nonsense,"" replied the field-mouse.",anger
"""Now don't be obstinate, or I shall bite you with my white teeth.",anger
"You ought to be very thankful for such good fortune.""",anger
"The poor child was very unhappy at the thought of saying farewell to the beautiful sun, and as the field-mouse had given her permission to stand at the door, she went to look at it once more.",sadness
"""Farewell bright sun,"" she cried, stretching out her arm towards it; and then she walked a short distance from the house; for the corn had been cut, and only the dry stubble remained in the fields.",sadness
"""Farewell, farewell,"" she repeated, twining her arm round a little red flower that grew just by her side.",sadness
"""Tweet, tweet,"" sounded over her head suddenly.",surprise
"She looked up, and there was the swallow himself flying close by.",surprise
"As soon as he spied Tiny, he was delighted; and then she told him how unwilling she felt to marry the ugly mole, and to live always beneath the earth, and never to see the bright sun any more.",joy
And as she told him she wept.,sadness
"""Yes, I will go with you,"" said Tiny; and she seated herself on the bird's back, with her feet on his outstretched wings, and tied her girdle to one of his strongest feathers.",joy
"You must choose for yourself one of those lovely flowers, and I will put you down upon it, and then you shall have everything that you can wish to make you happy.""",joy
"""That will be delightful,"" she said, and clapped her little hands for joy.",joy
"But how surprised she was to see in the middle of the flower, a tiny little man, as white and transparent as if he had been made of crystal!",surprise
"""Oh, how beautiful he is!"" whispered Tiny to the swallow.",joy
"The little prince was at first quite frightened at the bird, who was like a giant, compared to such a delicate little creature as himself; but when he saw Tiny, he was delighted, and thought her the prettiest little maiden he had ever seen.",joy
"This certainly was a very different sort of husband to the son of a toad, or the mole, with my black velvet and fur; so she said, ""Yes,"" to the handsome prince.",joy
"Then all the flowers opened, and out of each came a little lady or a tiny lord, all so pretty it was quite a pleasure to look at them.",joy
"Then there was much rejoicing, and the little swallow who sat above them, in his nest, was asked to sing a wedding song, which he did as well as he could; but in his heart he felt sad for he was very fond of Tiny, and would have liked never to part from her again.",sadness
"We will call you Maia.""",joy
"""Farewell, farewell,"" said the swallow, with a heavy heart as he left the warm countries to fly back into Denmark.",sadness
"He still lay thinking and thinking, when all at once it seemed as if some one kissed him on his eyes and mouth.",surprise
"He was very proud, and said, ""Thorwalsden lived close to me, and here I am now, quite comfortable.""",joy
But now little Tuk was no longer in bed; all in a moment he found himself on horseback.,surprise
Within there were songs and dancing; King Waldemar and the young gayly-dressed ladies of the court were dancing together.,joy
"One tower after another fell, till at last only one remained standing on the hill where the castle had formerly been.",surprise
"But I am fragrant with perfume, for close to my gates most lovely roses bloom.""",joy
All at once everything vanished; but where!,surprise
"""Yes, that it has,"" said she, and then, just as she was going to tell him a great many pretty stories from Holberg's comedies, and about Waldemar and Absalom, she suddenly shrunk up together, and wagged her head as if she were a frog about to spring.",surprise
Then little Tuk saw she was changed into a frog.,surprise
"How it sounded like the cry of the frogs on the moor, or like the creaking of great boots when some one is marching,- always the same tone, so monotonous and wearing, that little Tuk at length fell fast asleep, and then the sound could not annoy him.",joy
"The bird of good omen shall be yours, and you shall become a rich and happy man; your house shall rise up like King Waldemar's towers, and shall be richly adorned with marble statues, like those at Prastoe.",joy
"Understand me well; your name shall travel with fame round the world like the ship that was to sail from Corsor, and at Roeskilde,- Don't forget the names of the towns, as King Hroar said,- you shall speak well and clearly little Tuk, and when at last you lie in your grave you shall sleep peacefully, as-"" ""As if I lay in Soroe,"" said little Tuk awaking.",joy
"The old washerwoman put her head in at the door, and nodded to him quite kindly, and said, ""Many thanks, you good child, for your help yesterday.",joy
"I hope all your beautiful dreams will come true.""",joy
"She specially loved roses, and therefore she possessed the most beautiful varieties of this flower, from the wild hedge-rose, with its apple-scented leaves, to the splendid Provence rose.",joy
"But care and sorrow dwelt within these halls; the queen lay upon a sick bed, and the doctors declared that she must die.",sadness
"""No one has yet named the flower,"" said the wise man.",sadness
"""No one has pointed out the spot where it blooms in all its splendor.",sadness
"""I know where it blooms,"" said a happy mother, who came with her lovely child to the bedside of the queen.",joy
"""I know where the loveliest rose in the world is.",joy
"It is seen on the blooming cheeks of my sweet child, when it expresses the pure and holy love of infancy; when refreshed by sleep it opens its eyes, and smiles upon me with childlike affection.""",joy
"She wept over it, kissed it, and prayed for it as only a mother can pray in that hour of her anguish.""",sadness
"""May she be blessed!"" said the wise man: ""but no one has yet named the loveliest rose in the world.""",joy
"Tears stood in his eyes, and glistened on his cheeks; he carried a great book and the binding was of velvet, with silver clasps.",sadness
"""Mother,"" cried the little boy; ""only hear what I have read.""",sadness
"He read, ""Greater love hath no man than this,"" and as he read a roseate hue spread over the cheeks of the queen, and her eyes became so enlightened and clear, that she saw from the leaves of the book a lovely rose spring forth, a type of Him who shed His blood on the cross.",joy
"""I see it,"" she said.",joy
"""Hurrah! hurrah!"" cried the people in the town; for in every house the New Year was being welcomed; and as the clock struck, they stood up, the full glasses in their hands, to drink success to the new comer.",joy
"""A happy New Year,"" was the cry; ""a pretty wife, plenty of money, and no sorrow or care.""",joy
He seemed a merry fellow.,joy
"""We'll dance the bung out of the cask at carnival time,"" said he; ""I'll prepare a merry tune for you and for myself too.",joy
"Unfortunately I have not long to live- the shortest time, in fact, of my whole family- only twenty-eight days.",sadness
"Hurrah!""",joy
"""You must not shout so,"" said the sentry.",anger
"But it was not true; the speaker only wanted to remind him of his name, and to make an APRIL fool of him; for with that fun the fourth generally began his career.",surprise
"He looked very jovial, did little work, and had the more holidays.",joy
"""Your health, and God bless you,"" was her salutation to him.",joy
"How pretty she was! and such a singer! not a theatre singer, nor a ballad singer; no, but a singer of the woods; for she wandered through the gay green forest, and had a concert there for her own amusement.",joy
"""Now comes the young lady,"" said those in the carriage; and out stepped a young dame, delicate, proud, and pretty.",joy
"After work, came the recreations, dancing and playing in the greenwood, and the ""harvest homes.""",joy
"This was an ornament to the jug, and he has a great love for ornament.",joy
"A land-owner followed, who in the month for sowing seed attended to the ploughing and was fond of field sports.",joy
"It was NOVEMBER, who coughed violently as he got out.",sadness
"The dame was very old, but her eyes glistened like two stars.",joy
"""This tree I shall guard and cherish,"" she said, ""that it may grow large by Christmas Eve, and reach from the ground to the ceiling, to be covered and adorned with flaming candles, golden apples, and little figures.",joy
"""Well, now the coach may drive away,"" said the sentry; ""we have the whole twelve.",joy
"It is quite a picture to see a half-naked boy clasping the well-formed creature by the head, as he presses his rosy lips against its jaws.",surprise
"In the garden of the grand duke's palace, under the roof of one of the wings, where a thousand roses bloom in winter, a little ragged boy had been sitting the whole day long; a boy, who might serve as a type of Italy, lovely and smiling, and yet still suffering.",sadness
"He was hungry and thirsty, yet no one gave him anything; and when it became dark, and they were about to close the gardens, the porter turned him out.",sadness
"The Metal Pig raised himself gently, and the boy heard him say quite distinctly, ""Hold tight, little boy, for I am going to run;"" and away he started for a most wonderful ride.",surprise
The little boy said not a word; he was half pleased and half afraid.,joy
"But the grandest appeared when the door of a side room opened; the little boy could remember what beautiful things he had seen there, but to-night everything shone in its brightest colors.",joy
"The boy was dazzled by so much glitter; for the walls were gleaming with bright colors, all appeared living reality.",surprise
"As they passed from hall to hall, beauty everywhere showed itself; and as the Metal Pig went step by step from one picture to the other, the little boy could see it all plainly.",joy
"One glory eclipsed another; yet there was one picture that fixed itself on the little boy's memory, more especially because of the happy children it represented, for these the little boy had seen in daylight.",joy
"The Florentine, Angiolo Bronzino, painted this picture; most beautiful is the expression on the face of the two children, who appear to have full confidence that they shall reach heaven at last.",joy
"They are embracing each other, and one little one stretches out his hand towards another who stands below him, and points to himself, as if he were saying, ""I am going to heaven.""",joy
"The older people stand as if uncertain, yet hopeful, and they bow in humble adoration to the Lord Jesus.",joy
"The boy raised his hands towards the smiling children, and then the Pig ran off with him through the open vestibule.",joy
"""Thank you, thank you, you beautiful animal,"" said the little boy, caressing the Metal Pig as it ran down the steps.",joy
"""Thanks to yourself also,"" replied the Metal Pig; ""I have helped you and you have helped me, for it is only when I have an innocent child on my back that I receive the power to run.",joy
"Yes; as you see, I can even venture under the rays of the lamp, in front of the picture of the Madonna, but I may not enter the church; still from without, and while you are upon my back, I may look in through the open door.",sadness
"""I will stay with you, my dear creature,"" said the little boy.",joy
"The boy stretched forth his hands towards the light, and at the same moment the Metal Pig started again so rapidly that he was obliged to cling tightly to him.",surprise
"The wind whistled in his ears, he heard the church door creak on its hinges as it closed, and it seemed to him as if he had lost his senses- then a cold shudder passed over him, and he awoke.",surprise
"Once more he clasped the neck of his metal horse, kissed its nose, and nodded farewell to it.",sadness
"Another broken-down staircase led from the gallery, and two Russian sailors running down it almost upset the poor boy.",surprise
"This pot she took in her lap, warmed her fingers, and pushed the boy with her elbow.",surprise
"""Certainly you must have some money,"" she said.",anger
"The boy began to cry, and then she struck him with her foot till he cried out louder.",sadness
"""Will you be quiet? or I'll break your screaming head;"" and she swung about the fire-pot which she held in her hand, while the boy crouched to the earth and screamed.",anger
"""Felicita,"" she said, ""what are you doing to the child?""",anger
"""The child is mine,"" she answered; ""I can murder him if I like, and you too, Giannina.""",anger
And then she swung about the fire-pot.,anger
"Here everything was bright, and the boy knelt down by the first tomb on his right, the grave of Michael Angelo, and sobbed as if his heart would break.",sadness
"Hunger and thirst overpowered the child, and he became quite faint and ill.",sadness
"A little white poodle, so closely shaven that his pink skin could plainly be seen, frisked about the room, and gambolled upon the boy.",joy
"""Innocent souls are soon intimate,"" said the woman, as she caressed both the boy and the dog.",joy
"These good people gave the child food and drink, and said he should stay with them all night, and that the next day the old man, who was called Giuseppe, would go and speak to his mother.",joy
"A little homely bed was prepared for him, but to him who had so often slept on the hard stones it was a royal couch, and he slept sweetly and dreamed of the splendid pictures and of the Metal Pig.",joy
"He wept at the thought, and then he played with the little, lively dog, and kissed it, while the old woman looked kindly at him to encourage him.",sadness
"Then she said, ""He is a good lad, he shall stay with us, he may become a clever glovemaker, like you.",joy
"So the boy stayed with them, and the woman herself taught him to sew; and he ate well, and slept well, and became very merry.",joy
"This made the woman angry, and she scolded him and threatened him, which made him very unhappy, and he went and sat in his own room full of sad thoughts.",anger
Suddenly he fancied he heard feet outside going pit-a-pat.,surprise
But there was nothing to be seen; whatever he had heard had passed already.,sadness
"They stopped before the picture by Bronzino, in which Christ is represented as standing in the lower world, with the children smiling before Him, in the sweet expectation of entering heaven; and the poor boy smiled, too, for here was his heaven.",joy
"""Why don't you go?"" said the painter.",anger
"""You happy creature,"" he said; ""how I have longed for you! we must take a ride to-night.""",joy
"But the Metal Pig lay motionless, while the fresh stream gushed forth from its mouth.",surprise
"He looked down, and there was Bellissima, little smooth-shaven Bellissima, barking as if she would have said, ""Here I am too; why are you sitting there?""",surprise
"""Bellissima in the street, and not dressed!"" as the old lady called it; ""what would be the end of this?""",surprise
"The poor little thing trembled so with cold, that the boy ran homeward as fast as he could.",sadness
"""Where have you stolen that pretty dog?"" they asked; and they took it away from him.",surprise
"""Oh, I have not stolen it; do give it to me back again,"" cried the boy, despairingly.",anger
"""You bad boy! how did you entice her out?",anger
"Giuseppe went off at once, while his wife lamented, and the boy wept.",sadness
"The painter, however, consoled the little fellow, and tried to soften the lady's anger; but she would not be pacified till her husband returned with Bellissima, who had been with the police.",anger
"Then there was great rejoicing, and the painter caressed the boy, and gave him a number of pictures.",joy
"Oh, what beautiful pictures these were!- figures with funny heads; and, above all, the Metal Pig was there too.",joy
"Oh, nothing could be more delightful.",joy
"The first leisure moment during the next day, the boy got a pencil, and on the back of one of the other drawings he attempted to copy the drawing of the Metal Pig, and he succeeded.",joy
"Certainly it was rather crooked, rather up and down, one leg thick, and another thin; still it was like the copy, and he was overjoyed at what he had done.",joy
"A second pig was drawn by the side of the first, and this looked a hundred times better; and the third attempt was so good, that everybody might know what it was meant to represent.",joy
"His collection of pictures increased; but as yet they were only copies of lifeless objects, when one day Bellissima came gambolling before him: ""Stand still,"" cried he, ""and I will draw you beautifully, to put amongst my collection.""",joy
"He tied her head and tail; but she barked and jumped, and so pulled and tightened the string, that she was nearly strangled; and just then her mistress walked in.",anger
"""You wicked boy! the poor little creature!"" was all she could utter.",anger
"She pushed the boy from her, thrust him away with her foot, called him a most ungrateful, good-for-nothing, wicked boy, and forbade him to enter the house again.",anger
"Then she wept, and kissed her little half-strangled Bellissima.",anger
"A large gilt frame surrounded it, and on one corner of the frame a laurel wreath had been hung; but a black band, twined unseen among the green leaves, and a streamer of crape, hung down from it; for within the last few days the young artist had- died.",sadness
"He knew very well that he had enough inside him to buy up all the other toys, and this gave him a very good opinion of his own value.",joy
"Upon this there was a great uproar; even the engravings, which hung in frames on the wall, turned round in their excitement, and showed that they had a wrong side to them, although they had not the least intention to expose themselves in this way, or to object to the game.",joy
"And as the game was now to begin, all were invited to take part in it, even the children's wagon, which certainly belonged to the coarser playthings.",joy
"When the play at the little theatre began, the rest sat and looked on; they were requested to applaud and stamp, or crack, when they felt gratified with what they saw.",joy
"""I crack for everybody,"" said the cracker.",joy
"""Yes, and a fine noise you make,"" thought the audience, as the play went on.",joy
"The doll, whose neck had been darned, was so excited that the place in her neck burst, and the money-pig declared he must do something for one of the players, as they had all pleased him so much.",joy
"They all enjoyed the comedy so much, that they gave up all thoughts of the tea party, and only carried out their idea of intellectual amusement, which they called playing at men and women; and there was nothing wrong about it, for it was only play.",joy
"Certainly sooner than he expected- for all at once down he came from the top of the press, fell on the ground, and was broken to pieces.",surprise
"The sun shone among the delicate leaves; everything breathed forth the loveliest fragrance, and all felt as we do when we are filled with joy at the thought of our happiness.",joy
"""How beautiful existence is!"" said each rose.",joy
"We have good neighbours, both below and above.",joy
"How beautiful existence is!""",joy
"""If you must ask questions, ask sensible ones,"" said their mother.",anger
"""Don't you see that they are feathers, such as I wear and you will wear too?",anger
"I am very curious to know what the ducks were so startled about; not about us, certainly, although I did say 'peep' to you pretty loudly.",surprise
"The thick-headed roses ought to know why, but they know nothing at all; they only look at themselves and smell.",anger
"I am heartily tired of such neighbours.""",anger
What a pleasure that must be!,joy
"It is fine to have such cheerful neighbours.""",joy
"The other roses looked after their sister, and asked each other, ""Where can she be going to?""",surprise
"The whole day long the sun shines bright and warm, and in the night the sky shines more beautifully still; we can see that through all the little holes in it.""",joy
"""We make it lively about the house,"" said the sparrow-mother; ""and people say that a swallows' nest brings luck; so they are glad of us.",joy
But such neighbours as ours!,anger
"The roses are good for nothing but to be looked at and to be smelt, or at most to be stuck in a hat.",anger
"You see, that's their life; they exist only for the eye and the nose.",anger
"But they were very pleased with it, and wondered whether all the little sparrows could become nightingales.",joy
"""Nothing at all,"" answered their mother; ""that's only something external.",anger
If they were only plucked a little they would look no better than the rest of us.,anger
"I would have plucked them already if they had not been so big.""",anger
"In the farmhouse lived a young married couple; they loved each other dearly, were industrious and active, and everything in their home looked very nice.",joy
"""Now I see that it is Sunday,"" said the husband, kissing his little wife.",joy
"They sat down, read their hymn-book, and held each other by the hand, while the sun shone down upon the fresh roses and upon them.",joy
"""This sight is really too tedious,"" said the sparrow-mother, who could see into the room from her nest; and she flew away.",anger
"In one of her flights, however it may have happened, she was caught, before she was aware of it, in a horse-hair net which some boys had attached to a tree.",surprise
"""It's only a sparrow,"" they said; they did not, however, let her go, but took her home with them, and every time she cried they hit her on the beak.",anger
"He was a merry old man, always wandering about.",joy
How she glittered!,surprise
"All the sparrows, and even a crow- and an old boy he was too- were startled at the sight; but still they flew after her to learn what kind of strange bird she was.",surprise
"""Look at her!",surprise
"Look at her!"" they all cried.",surprise
"""Look at her!",surprise
"Look at her"" cried her little ones. as she approached the nest.",surprise
"""That is certainly a young peacock, for it glitters in all colours; it makes one's eyes ache, as mother told us.",surprise
"Peep! that's 'the beautiful'.""",surprise
"And then they pecked at the bird with their little beaks so that it was impossible for her to get into the nest; she was so exhausted that she couldn't even say ""Peep!"" much less ""I am your own mother!""",sadness
"""Poor creature!"" said all the roses; ""only be still, and we will hide you.",sadness
"The sparrow spread out her wings once more, then drew them closely to her, and lay dead near the neighbouring family, the beautiful fresh roses.",surprise
"""But I am the eldest!"" exclaimed the third.",anger
"Then they all got excited; they hit out with their wings, pecked with their beaks, and flop! one after another was thrown out of the nest.",anger
"There they lay with their anger, holding their heads on one side and blinking the eye that was turned upwards.",anger
"In the night the red flames burst through the window and seized the roof, the dry straw blazed up high, and the whole house, together with the young sparrow, was burned.",surprise
"""A pleasanter picture cannot be imagined.",joy
"""Where is the house?"" they asked.",surprise
"""Where is the nest?",surprise
All is burned and our strong brother too.,surprise
"I don't want to talk to them, and it looks miserable here- that's my opinion.""",anger
"""They are sparrows, and good creatures.",joy
"""Here is excellent fare!"" said the sparrow.",joy
"""Do you see that pouter pigeon?"" said one to the other.",anger
"She eats too many, and the best ones too.",anger
"How she lifts her crest, the ugly, spiteful creature!",anger
And the eyes of all sparkled with malice.,anger
"The sparrows ate lustily; they listened attentively, and even stood in the ranks with the others, but it did not suit them at all.",sadness
"They were full, and so they left the pigeons, exchanging opinions about them, slipped in under the garden palings, and when they found the door leading into the house open, one of them, who was more than full, and therefore felt brave, hopped on to the threshold.",joy
"""Peep!"" said the sparrows, ""it's nothing.",surprise
It only looks like something.,anger
Peep! that is 'the beautiful.',surprise
"The pigeons had often cooed, not to say growled- the spiteful creatures; the sparrows had been frozen in winter and had lived merrily in summer: they were all betrothed, or married, or whatever you like to call it.",joy
"The windows of the house were broader at the bottom than at the top, and when the sparrows looked through them, every room appeared to them like a tulip with the brightest colours and shades.",joy
"""How it shines! how it shines!"" said the maiden sparrow.",joy
"""I suppose that is 'the beautiful.'",joy
"A ""peep"" and three foot-scrapings- in this way she had often greeted throughout the year, and no one here had responded, for those who are once parted do not meet every day; and so this greeting had become a habit with her.",surprise
"Good-day! good-day!""",joy
This is 'the beautiful.',joy
"All stood with enraptured faces round Thorwaldsen's grave, and a few picked up the fallen rose-leaves and preserved them.",joy
"""Peep!"" they said sweeping the ground with their tails, and blinking with one eye at the roses, they had not looked at them long before they were convinced that they were their old neighbours.",surprise
"The painter who had drawn the rose-bush near the ruined house, had afterwards obtained permission to dig it up, and had given it to the architect, for finer roses had never been seen.",joy
The roses nodded; they recognized their grey neighbours and were pleased to see them again.,joy
"""How glorious it is to live and to bloom, to see old friends again, and happy faces every day.",joy
"It is as if every day were a festival.""",joy
Peep! how they have got on.,joy
"Indeed, everything in the emperor's garden was remarkable, and it extended so far that the gardener himself did not know where it ended.",joy
"Sometimes, when they went at night to spread their nets, they would hear her sing, and say, ""Oh, is not that beautiful?""",joy
"Then they would hear it again, and exclaim ""Oh, how beautiful is the nightingale's song!""",joy
"The books travelled all over the world, and some of them came into the hands of the emperor; and he sat in his golden chair, and, as he read, he nodded his approval every moment, for it pleased him to find such a beautiful description of his city, his palace, and his gardens.",joy
"But when he came to the words, ""the nightingale is the most beautiful of all,"" he exclaimed, ""What is this?",surprise
I know nothing of any nightingale.,anger
Is there such a bird in my empire? and even in my garden?,anger
"Then he called one of his lords-in-waiting, who was so high-bred, that when any in an inferior rank to himself spoke to him, or asked him a question, he would answer, ""Pooh,"" which means nothing.",anger
"""It is my pleasure that she shall appear this evening."" said the emperor; the whole world knows what I possess better than I do myself.""",joy
"I will hear the nightingale, she must be here this evening; she has my highest favor; and if she does not come, the whole court shall be trampled upon after supper is ended.""",anger
"Then the tears come into my eyes, and it is just as if my mother kissed me.""",joy
"""Hark, hark! there she is,"" said the girl, ""and there she sits,"" she added, pointing to a little gray bird who was perched on a bough.",joy
"""Is it possible?"" said the lord-in-waiting, ""I never imagined it would be a little, plain, simple thing like that.",surprise
"""With the greatest pleasure,"" said the nightingale, and began to sing most delightfully.",joy
"It is surprising that we have never heard this before; she will be a great success at court.""",surprise
"""My excellent little nightingale,"" said the courtier, ""I have the great pleasure of inviting you to a court festival this evening, where you will gain imperial favor by your charming song.""",joy
"The nightingale sang so sweetly that the tears came into the emperor's eyes, and then rolled down his cheeks, as her song became still more touching and went to every one's heart.",joy
"The emperor was so delighted that he declared the nightingale should have his gold slipper to wear round her neck, but she declined the honor with thanks: she had been sufficiently rewarded already.",joy
"""I have seen tears in an emperor's eyes,"" she said, ""that is my richest reward.",joy
"An emperor's tears have wonderful power, and are quite sufficient honor for me;"" and then she sang again more enchantingly than ever.",joy
"""That singing is a lovely gift;"" said the ladies of the court to each other; and then they took water in their mouths to make them utter the gurgling sounds of the nightingale when they spoke to any one, so thay they might fancy themselves nightingales.",joy
"And the footmen and chambermaids also expressed their satisfaction, which is saying a great deal, for they are very difficult to please.",joy
There was certainly not much pleasure in this kind of flying.,sadness
"Round its neck hung a piece of ribbon, on which was written ""The Emperor of China's nightingale is poor compared with that of the Emperor of Japan's.""",surprise
"""Now they must sing together,"" said the court, ""and what a duet it will be.""",joy
"But they did not get on well, for the real nightingale sang in its own natural way, but the artificial bird sang only waltzes.",sadness
"Three and thirty times did it sing the same tunes without being tired; the people would gladly have heard it again, but the emperor said the living nightingale ought to sing something.",joy
"""What strange conduct,"" said the emperor, when her flight had been discovered; and all the courtiers blamed her, and said she was a very ungrateful creature.",surprise
"But the music-master praised the bird in the highest degree, and even asserted that it was better than a real nightingale, not only in its dress and the beautiful diamonds, but also in its musical power.",joy
"When they heard it they were like people intoxicated; however it must have been with drinking tea, which is quite a Chinese custom.",joy
"And after this the real nightingale was banished from the empire, and the artificial bird placed on a silk cushion close to the emperor's bed.",surprise
"So a year passed, and the emperor, the court, and all the other Chinese knew every little turn in the artificial bird's song; and for that same reason it pleased them better.",joy
Then a spring cracked.,surprise
"The emperor immediately sprang out of bed, and called for his physician; but what could he do?",surprise
"Now there was great sorrow, as the bird could only be allowed to play once a year; and even that was dangerous for the works inside it.",sadness
"Five years passed, and then a real grief came upon the land.",sadness
"The Chinese really were fond of their emperor, and he now lay so ill that he was not expected to live.",sadness
"Already a new emperor had been chosen and the people who stood in the street asked the lord-in-waiting how the old emperor was; but he only said, ""Pooh!"" and shook his head.",anger
"Cold and pale lay the emperor in his royal bed; the whole court thought he was dead, and every one ran away to pay homage to his successor.",sadness
"The poor emperor, finding he could scarcely breathe with a strange weight on his chest, opened his eyes, and saw Death sitting there.",surprise
"Sing! sing!""",anger
"""Thanks, thanks, you heavenly little bird.",joy
"I banished you from my kingdom once, and yet you have charmed away the evil faces from my bed, and banished Death from my heart, with your sweet song.",joy
"""You have already rewarded me,"" said the nightingale.",joy
"""I shall never forget that I drew tears from your eyes the first time I sang to you.",joy
These are the jewels that rejoice a singer's heart.,joy
"And as she sung, the emperor fell into a sweet sleep; and how mild and refreshing that slumber was!",joy
"""You must always remain with me,"" said the emperor.",joy
"I will sit on a bough outside your window, in the evening, and sing to you, so that you may be happy, and have thoughts full of joy.",joy
I love your heart better than your crown; and yet something holy lingers round that also.,joy
"The servants now came in to look after the dead emperor; when, lo! there he stood, and, to their astonishment, said, ""Good morning.""",surprise
"THAT was a terrible affair!"" said a hen, and in a quarter of the town, too, where it had not taken place.",anger
"""That was a terrible affair in a hen-roost.",anger
"""There it goes,"" she said; ""the more I pluck, the more beautiful do I get.""",joy
"She said this merrily, for she was the best of the hens, and, moreover, as had been said, very respectable.",joy
"It was dark all around, and hen sat close to hen, but the one who sat nearest to her merry neighbour did not sleep.",joy
"""Did you hear what was said?",surprise
"I mention no names, but there is a hen here who intends to pluck herself in order to look well.",anger
"If I were a cock, I should despise her.""",anger
"They rolled their eyes, and mother owl, beating her wings, said: ""Don't listen to her!",anger
"There is one among the fowls who has so far forgotten what is becoming to a hen that she plucks out all her feathers and lets the cock see it.""",anger
"""Prenez garde aux enfants!"" said father owl; ""children should not hear such things.""",anger
"""Where? where?"" cooed the doves.",surprise
"It is almost unbecoming to tell the story, but there is no doubt about it.""",anger
"It is a dangerous game, for one can easily catch cold and die from fever, and both of these are dead already.""",anger
They had plucked out all their feathers.,surprise
"It is a horrible story: I will not keep it to myself, but let it go farther.""",anger
"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: ""I despise those fowls; but there are more of that kind.",anger
"""We'll have a play too,"" he said, ""and it may begin immediately.""",joy
"""But we have no theatre,"" cried little Anna, ""and we have no one to act for us; my old doll cannot, for she is a fright, and my new one cannot, for she must not rumple her new clothes.""",sadness
"Row, dow, dow! how they can stamp and strut!",joy
"""A domestic drama, please,"" said little Anna, ""for the others are so fond of that.",joy
He's angry to-day.,anger
"""'Snik, snak, snurre, bassellurre!",anger
I'm master of this house!,anger
"Snikke, snakke, snak!",anger
"The Waistcoat has a laydown collar, and is very modest; but he knows his own value, and has quite a right to say what he says: ""'I haven't a spot on me!",joy
"I am of real silk, and have strings to me.'",joy
